date,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25
2019-01-01,3.173042015263587,3.226427814231424,4.1951240987550396,3.648778590531499,4.265341871720401,5.528599447112649,4.249552387127877,3.9345756903112803,6.090778010276405,1.1031542324190242,2.1802476840500984,2.9104729530852347,4.229972104862379,5.185941189283945,2.253345722723844,5.142182622389522,2.907812048379347,5.841915832411503,3.9833479217273444,6.387280246966267,5.3462776425558,4.686070017429756,6.471430270979969,6.45529696092012,4.995253575950809
2019-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03,0.5382138854494898,1.3648317549489184,3.7486617398515003,0.32866286373732956,1.3121844514393415,3.276037274676008,0.0,0.5488265703071078,1.7158396724742742,0.3867720127088314,0.2739689639793034,0.1685893017219043,0.0,0.0,0.45507186721603654,0.0,1.7673326165181358,0.5208847907515535,2.9781530202142585,1.0730908532085286,5.860076965721375,8.407289556262448,7.042633005192957,4.3726179295901835,4.036466650637569
2019-01-04,6.60435529637535,5.292353485655289,5.111798460942791,5.803729807695192,5.392729423636785,6.325717465559654,6.465143399266428,5.510313764347949,5.177932595653304,7.388970177459373,7.278123889184148,6.650433613092522,7.146337920438426,9.272791614259908,7.276264046950785,5.678999344795006,4.603361418978606,4.920952445634312,3.998323067452196,6.206037793862673,7.837138134989709,6.722930212437617,6.550173646412569,6.737575512486734,6.960659051081106
2019-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-06,2.715760780580893,3.030927136185733,1.7195930264198078,3.084469472576321,3.8428501801784107,2.277522119545767,2.0126539423197656,1.819700600432671,2.5069355793463712,2.798506190536581,2.8277076423230265,1.903621800859995,1.9464475476313825,4.472323282764802,2.671960659578266,3.4537324627787407,1.8480926134064746,3.3994556420238227,0.7195058368441489,3.3060804078141013,0.6893903055021828,1.6010160222709735,2.111259313353877,1.8201786582696533,2.157877954603426
2019-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1910754737779704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-08,24.607166766176114,20.995756594575045,18.97050908324848,21.428606600709536,21.46432314675309,24.504493858308418,29.693328687647178,24.064737572327516,37.834704139973276,14.143763701705609,20.71176647312855,17.559051825100717,28.268378419286865,41.993938757561324,16.230981892181624,42.99367542084607,19.63398713784536,41.59780544234785,21.08321199462489,60.2632201106579,14.306047641630405,17.824702810935307,23.797449322000254,36.12872752650102,28.89913680264463
2019-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-10,1.8814350424219697,0.4133861840286545,0.28900357574364627,3.5334948719346535,0.27420789787965205,0.0,1.6692812681771154,0.5579594876516171,0.31944122117764534,1.4428964469130312,5.074784434377124,9.798829523872675,4.63894168268177,3.604238015679255,0.5826142462369557,2.3576704883966153,0.31543156066668815,0.5986076590409747,0.11969608480712397,0.12408090291613603,0.0,0.0,0.0,0.0,0.0
2019-01-11,5.158781011832292,6.568709638656523,9.380881191836012,8.273833984375537,3.4849029738158253,3.354687437549373,5.403919511192459,3.1133103421525936,1.9989341890180834,5.528284232063456,7.446735330749599,13.83157920471624,8.966867063397581,4.621722064275422,3.1502299098029565,2.375293420635355,3.977859708584087,0.40398730747561096,8.865337006042683,0.9293150995001704,15.78058501328673,7.88429607319162,2.963872334729237,1.4902883770142838,0.7763882358564481
2019-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1747652215472443
2019-01-14,11.391846950333912,3.4026625775708164,0.8612073131613167,5.794845394535524,4.033077975213049,2.0227973762116527,2.2523470203010802,1.461200856846512,0.6257191601785725,21.371068725722093,19.133979140747915,4.693914149851241,2.533636856366165,1.7038918109883716,18.294918026934237,1.0838146845163863,5.648143910420324,0.5862461482394279,2.3813913218992333,0.9149461190701266,0.6860503439248006,0.4421520980161242,0.6522642672314171,0.937482666983902,3.551670365339256
2019-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-16,0.5397892478698495,0.4076824206025275,0.15688449058226536,1.3834015511577051,0.3200613855880586,0.0,0.14599232059135478,0.13822288237312833,0.1154662190670685,0.0,0.2645178349610299,0.6820503019896902,0.0,0.0,0.3599192212409448,0.0,0.504134223485308,0.0,0.6350978520080576,0.0,0.872127332329537,0.1154662190670685,0.0,0.0,0.0
2019-01-17,11.129127624775485,13.809446011888486,12.777211207044296,4.937207023004382,5.084628182015647,5.037115818221126,1.8511630509644341,1.8164497931597634,2.748746205485784,15.875431420463116,9.275046399213535,6.281062646877115,1.7306009473086652,1.0702169233492744,11.841516288697834,2.484799021527985,9.348133637061908,2.210982385709658,15.641917221218568,3.4352873654345593,18.408168796804095,10.427029971937209,6.081129169219669,4.828301004910313,4.609760386582016
2019-01-18,0.0,0.0,0.13566099484452007,0.12408090291613603,0.12408090291613603,0.16263162889875019,0.0,0.24472413954911684,0.3253229995803004,0.0,0.0,0.4077360734367734,0.3412879096176965,0.26489878949802004,0.0,0.0,0.0,0.12408090291613603,0.0,0.19135065775055213,0.17806557211617155,0.16263162889875019,0.3253229995803004,0.41788919922848944,0.5219654805467114
2019-01-19,20.927813328445083,31.720934514307235,11.029069631241024,38.40339223030333,35.627376533556884,6.265734048825108,53.46369554069892,23.01932795612374,9.704939879540937,19.979888599935112,18.78018621309694,23.426318339398748,50.22544245489631,38.634207768929656,26.733146145804554,32.177242941788336,15.318821741429504,16.888442551597556,6.39288048461352,6.7543235456906245,3.336508061104883,1.2756023141041997,1.373833040795499,1.228372157760609,5.120708902581938
2019-01-20,0.2764205800844819,0.8618755598851776,0.7985965549619711,0.13822288237312833,0.43581464944977333,0.625697259055915,0.10932135287940718,0.2527072526692838,0.38505859255418495,0.5999098573612014,0.24409256882021627,0.32996291647507,0.1513404468240313,0.37731882483660284,0.18458863547672108,0.2994562567673839,0.5605056865509143,0.0,1.2741225629927084,0.1747652215472443,0.8743843581486745,0.5287217684016305,0.37579125972567695,0.22096829232881585,0.5910917155805305
